PCA1,PCA2,PCA3,PCA4,PCA5,class
0.2209060615829633,-0.3575503544618177,-0.16829076753375768,0.19870907808856897,0.6297183923011158,0
-0.2087737994488239,-0.2839561324711369,-0.09915329857416633,0.2592152223264509,0.2595916979653503,0
-0.19433281176782935,0.2706630525059668,-0.030789375234247764,-0.03742616978121262,0.5978180824656487,1
-0.30644849793432877,-0.25827175770529476,-0.12007750520775681,-0.18306062181677,0.22807841503446508,0
0.5380009587033832,0.0650581483414986,-0.34243166398254166,0.5583225277974025,-0.18185307114470375,1
-0.1267783529259613,-0.29921548310365337,-0.15600959101790426,-0.05242440025531483,-0.03507819558337562,1
0.2060461605750059,0.12952331637727113,-0.3464451510880475,-0.22940469106977346,0.2652962869288725,1
0.377910818305703,-0.30221973911997463,0.08517620722411201,0.5138790414589451,-0.18759678597065127,1
0.5915411708113234,0.06673214487282002,-0.32623163702695046,0.5337581548329255,0.10948140646466234,1
0.29502495030339937,-0.2696101148725797,0.09198333921243662,-0.020093198112559642,0.015092735084513658,0
-0.04887001719678148,0.25938442146960566,-0.034724924068604064,-0.0898528613982371,-0.03554655209344847,0
0.3239473067421632,0.11426124026699022,-0.3336651838064594,-0.008871356304747674,0.01756151285908299,1
-0.2858709448124105,-0.27306102307796837,-0.14696380316687166,-0.17649916766763013,0.0038205348594560797,1
0.22468485543830843,-0.3580725819497484,-0.1768794276395157,0.12940324916409932,0.3518680691803528,1
0.31517378817314756,0.21610351957101412,-0.023466037561280316,0.11820811622401081,-0.1390088676704155,1
0.5866862972637351,-0.42431631473360054,-0.24069374678444916,0.017813840310066453,0.4421561569911526,0
0.5415878870748447,0.15258607693014228,-0.11152888738088379,0.02394313205692449,0.7060377396213326,0
0.3478071410212333,-0.2823650707169995,0.04649439653516482,-0.32060443506050773,-0.011860002767700693,0
0.1750748896437145,-0.24758538596226926,0.11564253368523024,0.031898912283765,-0.10043271649024678,0
0.27797144324368867,-0.26161755625489147,0.13068992242075328,0.13854081873347177,0.21647345107333246,1
0.1328918120649471,0.14230891814693747,-0.3694527685237477,-0.34249770217191045,-0.036509780095403,1
-0.29414952546830564,0.2161044538461701,-0.2624831454564621,-0.17234001964828488,0.36765139232289146,0
0.3354341724324503,-0.37197258306834047,-0.20639251114221044,-0.04779121559022329,-0.12418317575421896,1
0.12564693155629636,-0.32978315371932443,-0.158077931361809,-0.09563234904740035,-0.046742717151251625,1
0.4601515958598839,-0.2936403781053591,0.06711299993430195,-0.16479424354205627,0.1772758580558534,0
0.16982842882857396,-0.25511862968030535,0.12137627981044363,0.19902449918922932,0.46039037819598255,1
-0.13499103822588748,0.18731627579902294,-0.2746593503393602,-0.0025041004630284884,0.4472558994461025,0
-0.3675850408995968,-0.2623874431651431,-0.1305116670341665,-0.1588178284850371,0.21954598596576755,1
0.7838873518849261,0.2109985199232391,0.1748633594561618,0.49039191246726743,0.2928657437204842,1
0.17157393750405533,-0.35512910977245865,-0.12831352485652656,0.6440337339593345,0.28356997152653113,1
0.5657025652936613,0.14996160042107343,-0.1268435785302644,0.05059075655560408,0.045843764386001996,0
0.3672308685307028,-0.30805696149138767,0.08412144892166178,0.6008139942315603,-0.022983170199689033,1
0.653425556977448,0.04511561520396142,-0.3581008334009281,0.6237477256727944,0.07515272943704063,1
0.3432001385432178,0.1059983888260591,-0.36803809860913883,-0.18233464711798342,0.026081960231367805,1
0.6411294777198108,0.14817979606898682,-0.10290669860512375,0.08276745278565942,0.3276684783301744,1
0.6912606103752745,0.12256601166985755,-0.12628190860221436,0.19192671062927974,0.7806775622188125,0
0.7930016943060947,0.30115393132460294,0.30858779166970596,-0.17653411525987198,0.028233669992159448,0
0.4232368715870137,-0.13983962166350003,0.5445854928829239,0.43879945627002104,-0.10868148642410567,1
0.7407792620721021,0.6098084786074179,-0.28264557465949164,-0.01704033963420099,-0.16899418345654918,0
0.6661715936308498,0.2381749326435412,0.17065989249016225,0.13052197836962304,0.14836231108141248,1
0.45173561932196854,-0.3133768782846636,0.03358399428891721,-0.0371517167600291,0.18062957158913345,1
0.4342596782180034,-0.4019348449347286,-0.19557022531068005,0.35621779986921026,0.38147008445245295,1
-0.312007998807843,-0.17778493445681015,0.15660355297137826,-0.06464718439164908,0.16667512118099304,1
0.5429509084692695,0.16589382655171847,-0.036520630665239154,0.42055331708345994,0.9729506635177319,1
0.3988608363919548,-0.31315303431627645,0.0673447555657577,0.542703917072659,-0.1914021248190832,1
-0.07079769885582084,-0.23321295839066247,0.13224261948671395,0.4857827625084991,-0.15714858990850872,1
0.5602794068019272,-0.33202957623354235,0.04097257478651412,0.2789598265147238,0.12053728662535067,1
-0.30940290904914974,-0.19790632310365752,0.15674348023313195,0.5300548671860693,-0.10301825508090284,1
0.6833240014728958,0.1316376206546657,-0.16966738257648914,-0.30493676884131465,0.327698133052079,1
-0.3106936598665738,-0.2785091769868624,-0.13136746512689623,0.13846216011402496,0.5621098534632932,1
-0.13983780720706013,-0.2940135732887606,-0.0969348308955919,0.4929599262378624,0.17108614082654647,1
0.8217723662938508,0.30801407225005334,0.4315451230321367,-0.3330442408950993,0.4153857422244427,1
